seqname,source,feature,start,end,score,strand,frame,ID,Name,gbkey,gene,gene_biotype,locus_tag,old_locus_tag
NC_008463.1,RefSeq,gene,3789086,3789562,.,+,.,gene-PA14_RS17285,pscO,Gene,pscO,protein_coding,PA14_RS17285,PA14_42580
NC_008463.1,RefSeq,gene,3789550,3790668,.,+,.,gene-PA14_RS30640,pscP,Gene,pscP,protein_coding,PA14_RS30640,PA14_42600
NC_008463.1,RefSeq,gene,3790665,3791594,.,+,.,gene-PA14_RS17295,pscQ,Gene,pscQ,protein_coding,PA14_RS17295,PA14_42610
NC_008463.1,RefSeq,gene,3791591,3792244,.,+,.,gene-PA14_RS17300,pscR,Gene,pscR,protein_coding,PA14_RS17300,PA14_42620
NC_008463.1,RefSeq,gene,3792247,3792513,.,+,.,gene-PA14_RS17305,pscS,Gene,pscS,protein_coding,PA14_RS17305,PA14_42630
NC_008463.1,RefSeq,gene,3792510,3793298,.,+,.,gene-PA14_RS17310,pscT,Gene,pscT,protein_coding,PA14_RS17310,PA14_42640
NC_008463.1,RefSeq,gene,3793295,3794344,.,+,.,gene-PA14_RS17315,pscU,Gene,pscU,protein_coding,PA14_RS17315,PA14_42660
NC_008463.1,RefSeq,gene,3794450,3796552,.,-,.,gene-PA14_RS17320,PA14_RS17320,Gene,NA,protein_coding,PA14_RS17320,PA14_42670
NC_008463.1,RefSeq,gene,3796555,3797424,.,-,.,gene-PA14_RS17325,PA14_RS17325,Gene,NA,protein_coding,PA14_RS17325,PA14_42680
NC_008463.1,RefSeq,gene,3797585,3798445,.,-,.,gene-PA14_RS17330,speE,Gene,speE,protein_coding,PA14_RS17330,PA14_42690
NC_008463.1,RefSeq,gene,3798594,3799487,.,+,.,gene-PA14_RS17335,PA14_RS17335,Gene,NA,protein_coding,PA14_RS17335,PA14_42700
NC_008463.1,RefSeq,gene,3799503,3799694,.,-,.,gene-PA14_RS17340,PA14_RS17340,Gene,NA,protein_coding,PA14_RS17340,PA14_42710
NC_008463.1,RefSeq,gene,3799743,3800420,.,-,.,gene-PA14_RS17345,mtnC,Gene,mtnC,protein_coding,PA14_RS17345,PA14_42720
NC_008463.1,RefSeq,gene,3800493,3801038,.,-,.,gene-PA14_RS17350,PA14_RS17350,Gene,NA,protein_coding,PA14_RS17350,PA14_42730
NC_008463.1,RefSeq,gene,3801035,3801652,.,-,.,gene-PA14_RS17355,PA14_RS17355,Gene,NA,protein_coding,PA14_RS17355,PA14_42740
NC_008463.1,RefSeq,gene,3801649,3802800,.,-,.,gene-PA14_RS17360,PA14_RS17360,Gene,NA,protein_coding,PA14_RS17360,PA14_42750
NC_008463.1,RefSeq,gene,3802844,3803935,.,-,.,gene-PA14_RS17365,aroC,Gene,aroC,protein_coding,PA14_RS17365,PA14_42760
NC_008463.1,RefSeq,gene,3804043,3805026,.,+,.,gene-PA14_RS17370,PA14_RS17370,Gene,NA,protein_coding,PA14_RS17370,PA14_42770
NC_008463.1,RefSeq,gene,3805104,3805883,.,+,.,gene-PA14_RS17375,PA14_RS17375,Gene,NA,protein_coding,PA14_RS17375,PA14_42780
NC_008463.1,RefSeq,gene,3805908,3806822,.,-,.,gene-PA14_RS17380,prmB,Gene,prmB,protein_coding,PA14_RS17380,PA14_42790
NC_008463.1,RefSeq,gene,3806993,3807589,.,+,.,gene-PA14_RS17385,PA14_RS17385,Gene,NA,protein_coding,PA14_RS17385,PA14_42820
NC_008463.1,RefSeq,gene,3807762,3808082,.,+,.,gene-PA14_RS17390,PA14_RS17390,Gene,NA,protein_coding,PA14_RS17390,PA14_42830
NC_008463.1,RefSeq,gene,3808139,3808696,.,+,.,gene-PA14_RS17395,PA14_RS17395,Gene,NA,protein_coding,PA14_RS17395,PA14_42840
NC_008463.1,RefSeq,gene,3808774,3809319,.,+,.,gene-PA14_RS17400,folE,Gene,folE,protein_coding,PA14_RS17400,PA14_42850
NC_008463.1,RefSeq,gene,3809384,3809845,.,-,.,gene-PA14_RS17405,PA14_RS17405,Gene,NA,protein_coding,PA14_RS17405,PA14_42860
NC_008463.1,RefSeq,gene,3810092,3810472,.,+,.,gene-PA14_RS17410,PA14_RS17410,Gene,NA,protein_coding,PA14_RS17410,PA14_42870
NC_008463.1,RefSeq,gene,3810500,3811489,.,-,.,gene-PA14_RS17415,PA14_RS17415,Gene,NA,protein_coding,PA14_RS17415,PA14_42880
NC_008463.1,RefSeq,gene,3811486,3812214,.,-,.,gene-PA14_RS17420,PA14_RS17420,Gene,NA,protein_coding,PA14_RS17420,PA14_42890
NC_008463.1,RefSeq,gene,3812214,3815741,.,-,.,gene-PA14_RS17425,tssM,Gene,tssM,protein_coding,PA14_RS17425,PA14_42900
NC_008463.1,RefSeq,gene,3815757,3816626,.,-,.,gene-PA14_RS17430,icmH,Gene,icmH,protein_coding,PA14_RS17430,PA14_42910
NC_008463.1,RefSeq,gene,3816629,3817960,.,-,.,gene-PA14_RS17435,tssK,Gene,tssK,protein_coding,PA14_RS17435,PA14_42920
NC_008463.1,RefSeq,gene,3817957,3818463,.,-,.,gene-PA14_RS17440,tssJ,Gene,tssJ,protein_coding,PA14_RS17440,PA14_42940
NC_008463.1,RefSeq,gene,3818469,3819662,.,-,.,gene-PA14_RS17445,tagH,Gene,tagH,protein_coding,PA14_RS17445,PA14_42950
NC_008463.1,RefSeq,gene,3819680,3819820,.,-,.,gene-PA14_RS17450,PA14_RS17450,Gene,NA,protein_coding,PA14_RS17450,PA14_42960
NC_008463.1,RefSeq,gene,3819909,3821420,.,-,.,gene-PA14_RS17455,PA14_RS17455,Gene,NA,protein_coding,PA14_RS17455,PA14_42970
NC_008463.1,RefSeq,gene,3821431,3824064,.,-,.,gene-PA14_RS17460,tssH,Gene,tssH,protein_coding,PA14_RS17460,PA14_42980
NC_008463.1,RefSeq,gene,3824071,3825078,.,-,.,gene-PA14_RS17465,tssG,Gene,tssG,protein_coding,PA14_RS17465,PA14_42990
NC_008463.1,RefSeq,gene,3825042,3826829,.,-,.,gene-PA14_RS17470,tssF,Gene,tssF,protein_coding,PA14_RS17470,PA14_43000
NC_008463.1,RefSeq,gene,3827167,3827574,.,-,.,gene-PA14_RS17475,tssE,Gene,tssE,protein_coding,PA14_RS17475,PA14_43020
NC_008463.1,RefSeq,gene,3827587,3829062,.,-,.,gene-PA14_RS17480,tssC,Gene,tssC,protein_coding,PA14_RS17480,PA14_43030
NC_008463.1,RefSeq,gene,3829090,3829596,.,-,.,gene-PA14_RS17485,tssB,Gene,tssB,protein_coding,PA14_RS17485,PA14_43040
NC_008463.1,RefSeq,gene,3829632,3831188,.,-,.,gene-PA14_RS17490,tssA,Gene,tssA,protein_coding,PA14_RS17490,PA14_43050
NC_008463.1,RefSeq,gene,3831886,3832404,.,+,.,gene-PA14_RS17495,PA14_RS17495,Gene,NA,protein_coding,PA14_RS17495,PA14_43070
NC_008463.1,RefSeq,gene,3832600,3834642,.,+,.,gene-PA14_RS17500,PA14_RS17500,Gene,NA,protein_coding,PA14_RS17500,PA14_43080
NC_008463.1,RefSeq,gene,3834632,3835372,.,+,.,gene-PA14_RS17505,PA14_RS17505,Gene,NA,protein_coding,PA14_RS17505,PA14_43090
NC_008463.1,RefSeq,gene,3835369,3840213,.,+,.,gene-PA14_RS17510,PA14_RS17510,Gene,NA,protein_coding,PA14_RS17510,PA14_43100
NC_008463.1,RefSeq,gene,3841020,3841622,.,-,.,gene-PA14_RS17515,PA14_RS17515,Gene,NA,protein_coding,PA14_RS17515,PA14_43110
NC_008463.1,RefSeq,gene,3841678,3842844,.,-,.,gene-PA14_RS17520,PA14_RS17520,Gene,NA,protein_coding,PA14_RS17520,PA14_43130
NC_008463.1,RefSeq,gene,3842926,3843402,.,+,.,gene-PA14_RS17525,PA14_RS17525,Gene,NA,protein_coding,PA14_RS17525,PA14_43140
NC_008463.1,RefSeq,gene,3843452,3844087,.,-,.,gene-PA14_RS17530,PA14_RS17530,Gene,NA,protein_coding,PA14_RS17530,PA14_43150
NC_008463.1,RefSeq,gene,3844318,3845520,.,+,.,gene-PA14_RS17535,PA14_RS17535,Gene,NA,protein_coding,PA14_RS17535,PA14_43160
NC_008463.1,RefSeq,gene,3845527,3846420,.,-,.,gene-PA14_RS17540,PA14_RS17540,Gene,NA,protein_coding,PA14_RS17540,PA14_43170
NC_008463.1,RefSeq,gene,3846579,3847340,.,-,.,gene-PA14_RS17545,PA14_RS17545,Gene,NA,protein_coding,PA14_RS17545,PA14_43180
NC_008463.1,RefSeq,gene,3847591,3848595,.,+,.,gene-PA14_RS17550,PA14_RS17550,Gene,NA,protein_coding,PA14_RS17550,PA14_43190
NC_008463.1,RefSeq,gene,3848759,3850480,.,+,.,gene-PA14_RS17555,PA14_RS17555,Gene,NA,protein_coding,PA14_RS17555,PA14_43200
NC_008463.1,RefSeq,gene,3850461,3852419,.,-,.,gene-PA14_RS17560,PA14_RS17560,Gene,NA,protein_coding,PA14_RS17560,PA14_43220
NC_008463.1,RefSeq,gene,3852621,3853028,.,+,.,gene-PA14_RS17565,PA14_RS17565,Gene,NA,protein_coding,PA14_RS17565,PA14_43230
NC_008463.1,RefSeq,gene,3853035,3853643,.,-,.,gene-PA14_RS17570,PA14_RS17570,Gene,NA,protein_coding,PA14_RS17570,PA14_43240
NC_008463.1,RefSeq,gene,3853781,3854128,.,+,.,gene-PA14_RS17575,PA14_RS17575,Gene,NA,protein_coding,PA14_RS17575,PA14_43250
NC_008463.1,RefSeq,gene,3854107,3855216,.,-,.,gene-PA14_RS17580,mnmH,Gene,mnmH,protein_coding,PA14_RS17580,PA14_43270
NC_008463.1,RefSeq,gene,3855216,3856250,.,-,.,gene-PA14_RS17585,selD,Gene,selD,protein_coding,PA14_RS17585,PA14_43280
NC_008463.1,RefSeq,gene,3856334,3856612,.,-,.,gene-PA14_RS17590,PA14_RS17590,Gene,NA,protein_coding,PA14_RS17590,PA14_43290
NC_008463.1,RefSeq,gene,3856727,3857764,.,+,.,gene-PA14_RS17595,PA14_RS17595,Gene,NA,protein_coding,PA14_RS17595,PA14_43300
NC_008463.1,RefSeq,gene,3857768,3858373,.,-,.,gene-PA14_RS17600,PA14_RS17600,Gene,NA,protein_coding,PA14_RS17600,PA14_43310
NC_008463.1,RefSeq,gene,3858484,3859392,.,-,.,gene-PA14_RS17605,glsB,Gene,glsB,protein_coding,PA14_RS17605,PA14_43320
NC_008463.1,RefSeq,gene,3859513,3860205,.,-,.,gene-PA14_RS17610,PA14_RS17610,Gene,NA,protein_coding,PA14_RS17610,PA14_43340
NC_008463.1,RefSeq,gene,3860306,3862963,.,-,.,gene-PA14_RS17615,PA14_RS17615,Gene,NA,protein_coding,PA14_RS17615,PA14_43350
NC_008463.1,RefSeq,gene,3863071,3863622,.,-,.,gene-PA14_RS17620,kdpC,Gene,kdpC,protein_coding,PA14_RS17620,PA14_43370
NC_008463.1,RefSeq,gene,3863676,3865748,.,-,.,gene-PA14_RS17625,kdpB,Gene,kdpB,protein_coding,PA14_RS17625,PA14_43380
NC_008463.1,RefSeq,gene,3865760,3867454,.,-,.,gene-PA14_RS17630,kdpA,Gene,kdpA,protein_coding,PA14_RS17630,PA14_43400
NC_008463.1,RefSeq,gene,3867465,3867554,.,-,.,gene-PA14_RS17635,PA14_RS17635,Gene,NA,protein_coding,PA14_RS17635,PA14_43405
NC_008463.1,RefSeq,gene,3867742,3868896,.,-,.,gene-PA14_RS17640,PA14_RS17640,Gene,NA,protein_coding,PA14_RS17640,PA14_43420
NC_008463.1,RefSeq,gene,3868951,3869817,.,-,.,gene-PA14_RS17645,PA14_RS17645,Gene,NA,protein_coding,PA14_RS17645,PA14_43430
NC_008463.1,RefSeq,gene,3870059,3870844,.,+,.,gene-PA14_RS17650,PA14_RS17650,Gene,NA,protein_coding,PA14_RS17650,PA14_43440
NC_008463.1,RefSeq,gene,3870848,3872377,.,+,.,gene-PA14_RS17655,PA14_RS17655,Gene,NA,protein_coding,PA14_RS17655,PA14_43460
NC_008463.1,RefSeq,gene,3872515,3873162,.,+,.,gene-PA14_RS17660,PA14_RS17660,Gene,NA,protein_coding,PA14_RS17660,PA14_43480
NC_008463.1,RefSeq,gene,3873178,3874452,.,+,.,gene-PA14_RS17665,PA14_RS17665,Gene,NA,protein_coding,PA14_RS17665,PA14_43490
NC_008463.1,RefSeq,gene,3874504,3875571,.,-,.,gene-PA14_RS17670,PA14_RS17670,Gene,NA,protein_coding,PA14_RS17670,PA14_43510
NC_008463.1,RefSeq,gene,3875737,3876543,.,-,.,gene-PA14_RS17675,PA14_RS17675,Gene,NA,protein_coding,PA14_RS17675,PA14_43520
NC_008463.1,RefSeq,gene,3876552,3877214,.,-,.,gene-PA14_RS17680,PA14_RS17680,Gene,NA,protein_coding,PA14_RS17680,PA14_43530
NC_008463.1,RefSeq,gene,3877294,3878154,.,-,.,gene-PA14_RS17685,PA14_RS17685,Gene,NA,protein_coding,PA14_RS17685,PA14_43540
NC_008463.1,RefSeq,gene,3878151,3878963,.,-,.,gene-PA14_RS17690,PA14_RS17690,Gene,NA,protein_coding,PA14_RS17690,PA14_43550
NC_008463.1,RefSeq,gene,3879065,3879706,.,-,.,gene-PA14_RS17695,PA14_RS17695,Gene,NA,protein_coding,PA14_RS17695,PA14_43570
NC_008463.1,RefSeq,gene,3879747,3880571,.,-,.,gene-PA14_RS17700,PA14_RS17700,Gene,NA,protein_coding,PA14_RS17700,PA14_43580
NC_008463.1,RefSeq,gene,3880629,3881066,.,-,.,gene-PA14_RS17705,PA14_RS17705,Gene,NA,protein_coding,PA14_RS17705,PA14_43600
NC_008463.1,RefSeq,gene,3881119,3882786,.,-,.,gene-PA14_RS17710,PA14_RS17710,Gene,NA,protein_coding,PA14_RS17710,PA14_43610
NC_008463.1,RefSeq,gene,3882913,3883377,.,-,.,gene-PA14_RS17715,sixA,Gene,sixA,protein_coding,PA14_RS17715,PA14_43620
NC_008463.1,RefSeq,gene,3883374,3883715,.,-,.,gene-PA14_RS17720,PA14_RS17720,Gene,NA,protein_coding,PA14_RS17720,PA14_43630
NC_008463.1,RefSeq,gene,3883729,3884751,.,-,.,gene-PA14_RS17725,PA14_RS17725,Gene,NA,protein_coding,PA14_RS17725,PA14_43640
NC_008463.1,RefSeq,gene,3884902,3887019,.,+,.,gene-PA14_RS17730,PA14_RS17730,Gene,NA,protein_coding,PA14_RS17730,PA14_43650
NC_008463.1,RefSeq,gene,3887191,3887949,.,+,.,gene-PA14_RS17735,PA14_RS17735,Gene,NA,protein_coding,PA14_RS17735,PA14_43660
NC_008463.1,RefSeq,gene,3887946,3889901,.,+,.,gene-PA14_RS17740,PA14_RS17740,Gene,NA,protein_coding,PA14_RS17740,PA14_43670
NC_008463.1,RefSeq,gene,3890090,3890605,.,+,.,gene-PA14_RS17745,fabA,Gene,fabA,protein_coding,PA14_RS17745,PA14_43680
NC_008463.1,RefSeq,gene,3890617,3891834,.,+,.,gene-PA14_RS17750,fabB,Gene,fabB,protein_coding,PA14_RS17750,PA14_43690
NC_008463.1,RefSeq,gene,3891988,3893613,.,+,.,gene-PA14_RS17755,PA14_RS17755,Gene,NA,protein_coding,PA14_RS17755,PA14_43710
NC_008463.1,RefSeq,gene,3893718,3894158,.,+,.,gene-PA14_RS17760,PA14_RS17760,Gene,NA,protein_coding,PA14_RS17760,PA14_43720
NC_008463.1,RefSeq,gene,3894332,3894808,.,-,.,gene-PA14_RS17765,PA14_RS17765,Gene,NA,protein_coding,PA14_RS17765,PA14_43730
NC_008463.1,RefSeq,gene,3894877,3895911,.,-,.,gene-PA14_RS17770,PA14_RS17770,Gene,NA,protein_coding,PA14_RS17770,PA14_43740
NC_008463.1,RefSeq,gene,3895910,3896815,.,+,.,gene-PA14_RS17775,PA14_RS17775,Gene,NA,protein_coding,PA14_RS17775,PA14_43760
NC_008463.1,RefSeq,gene,3896854,3897276,.,+,.,gene-PA14_RS17780,PA14_RS17780,Gene,NA,protein_coding,PA14_RS17780,PA14_43770
NC_008463.1,RefSeq,gene,3897484,3897975,.,+,.,gene-PA14_RS17785,PA14_RS17785,Gene,NA,protein_coding,PA14_RS17785,PA14_43780
NC_008463.1,RefSeq,gene,3897972,3900218,.,+,.,gene-PA14_RS17790,PA14_RS17790,Gene,NA,protein_coding,PA14_RS17790,PA14_43790
NC_008463.1,RefSeq,gene,3900268,3901569,.,+,.,gene-PA14_RS17795,PA14_RS17795,Gene,NA,protein_coding,PA14_RS17795,PA14_43810
NC_008463.1,RefSeq,gene,3901580,3902362,.,-,.,gene-PA14_RS17800,PA14_RS17800,Gene,NA,protein_coding,PA14_RS17800,PA14_43820
NC_008463.1,RefSeq,gene,3902443,3903264,.,+,.,gene-PA14_RS17805,panB,Gene,panB,protein_coding,PA14_RS17805,PA14_43830
NC_008463.1,RefSeq,gene,3903275,3904000,.,-,.,gene-PA14_RS17810,PA14_RS17810,Gene,NA,protein_coding,PA14_RS17810,PA14_43840
NC_008463.1,RefSeq,gene,3904068,3905972,.,-,.,gene-PA14_RS17815,htpG,Gene,htpG,protein_coding,PA14_RS17815,PA14_43850
NC_008463.1,RefSeq,gene,3906090,3907319,.,-,.,gene-PA14_RS17820,PA14_RS17820,Gene,NA,protein_coding,PA14_RS17820,PA14_43870
NC_008463.1,RefSeq,gene,3907356,3907802,.,-,.,gene-PA14_RS17825,PA14_RS17825,Gene,NA,protein_coding,PA14_RS17825,PA14_43880
NC_008463.1,RefSeq,gene,3907799,3908272,.,-,.,gene-PA14_RS17830,PA14_RS17830,Gene,NA,protein_coding,PA14_RS17830,PA14_43890
NC_008463.1,RefSeq,gene,3908445,3908681,.,+,.,gene-PA14_RS17835,PA14_RS17835,Gene,NA,protein_coding,PA14_RS17835,PA14_43900
NC_008463.1,RefSeq,gene,3908740,3909504,.,-,.,gene-PA14_RS17840,PA14_RS17840,Gene,NA,protein_coding,PA14_RS17840,PA14_43910
NC_008463.1,RefSeq,gene,3909651,3910964,.,-,.,gene-PA14_RS17845,brnQ,Gene,brnQ,protein_coding,PA14_RS17845,PA14_43920
NC_008463.1,RefSeq,gene,3911275,3912162,.,-,.,gene-PA14_RS17850,sucD,Gene,sucD,protein_coding,PA14_RS17850,PA14_43940
NC_008463.1,RefSeq,gene,3912162,3913328,.,-,.,gene-PA14_RS17855,sucC,Gene,sucC,protein_coding,PA14_RS17855,PA14_43950
NC_008463.1,RefSeq,gene,3913657,3915093,.,-,.,gene-PA14_RS17860,lpdA,Gene,lpdA,protein_coding,PA14_RS17860,PA14_43970
NC_008463.1,RefSeq,gene,3915162,3916391,.,-,.,gene-PA14_RS17865,odhB,Gene,odhB,protein_coding,PA14_RS17865,PA14_44000
NC_008463.1,RefSeq,gene,3916434,3919265,.,-,.,gene-PA14_RS17870,PA14_RS17870,Gene,NA,protein_coding,PA14_RS17870,PA14_44010
NC_008463.1,RefSeq,gene,3919522,3920229,.,-,.,gene-PA14_RS17875,PA14_RS17875,Gene,NA,protein_coding,PA14_RS17875,PA14_44020
NC_008463.1,RefSeq,gene,3920241,3922013,.,-,.,gene-PA14_RS17880,sdhA,Gene,sdhA,protein_coding,PA14_RS17880,PA14_44030
NC_008463.1,RefSeq,gene,3922017,3922385,.,-,.,gene-PA14_RS17885,sdhD,Gene,sdhD,protein_coding,PA14_RS17885,PA14_44050
NC_008463.1,RefSeq,gene,3922379,3922765,.,-,.,gene-PA14_RS17890,sdhC,Gene,sdhC,protein_coding,PA14_RS17890,PA14_44060
NC_008463.1,RefSeq,gene,3923114,3924400,.,+,.,gene-PA14_RS17895,gltA,Gene,gltA,protein_coding,PA14_RS17895,PA14_44070
NC_008463.1,RefSeq,gene,3924515,3925123,.,-,.,gene-PA14_RS17900,PA14_RS17900,Gene,NA,protein_coding,PA14_RS17900,PA14_44080
NC_008463.1,RefSeq,gene,3925257,3925511,.,-,.,gene-PA14_RS17905,PA14_RS17905,Gene,NA,protein_coding,PA14_RS17905,PA14_44090
NC_008463.1,RefSeq,gene,3925615,3926370,.,-,.,gene-PA14_RS17910,PA14_RS17910,Gene,NA,protein_coding,PA14_RS17910,PA14_44100
NC_008463.1,RefSeq,gene,3926483,3926824,.,+,.,gene-PA14_RS17915,PA14_RS17915,Gene,NA,protein_coding,PA14_RS17915,PA14_44110
NC_008463.1,RefSeq,gene,3926831,3927697,.,-,.,gene-PA14_RS17920,PA14_RS17920,Gene,NA,protein_coding,PA14_RS17920,PA14_44120
NC_008463.1,RefSeq,gene,3927801,3928352,.,+,.,gene-PA14_RS17925,PA14_RS17925,Gene,NA,protein_coding,PA14_RS17925,PA14_44130
NC_008463.1,RefSeq,gene,3928447,3928728,.,+,.,gene-PA14_RS17930,PA14_RS17930,Gene,NA,protein_coding,PA14_RS17930,PA14_44140
NC_008463.1,RefSeq,gene,3928846,3929442,.,-,.,gene-PA14_RS17935,PA14_RS17935,Gene,NA,protein_coding,PA14_RS17935,PA14_44150
NC_008463.1,RefSeq,gene,3929453,3930598,.,-,.,gene-PA14_RS17940,PA14_RS17940,Gene,NA,protein_coding,PA14_RS17940,PA14_44160
NC_008463.1,RefSeq,gene,3930808,3930987,.,+,.,gene-PA14_RS17945,PA14_RS17945,Gene,NA,protein_coding,PA14_RS17945,PA14_44170
NC_008463.1,RefSeq,gene,3931056,3931937,.,-,.,gene-PA14_RS17950,PA14_RS17950,Gene,NA,protein_coding,PA14_RS17950,PA14_44180
NC_008463.1,RefSeq,gene,3932315,3933703,.,+,.,gene-PA14_RS17955,PA14_RS17955,Gene,NA,protein_coding,PA14_RS17955,PA14_44190
NC_008463.1,RefSeq,gene,3933756,3934109,.,+,.,gene-PA14_RS17960,PA14_RS17960,Gene,NA,protein_coding,PA14_RS17960,PA14_44200
NC_008463.1,RefSeq,gene,3934120,3935517,.,+,.,gene-PA14_RS17965,PA14_RS17965,Gene,NA,protein_coding,PA14_RS17965,PA14_44210
NC_008463.1,RefSeq,gene,3935669,3935857,.,+,.,gene-PA14_RS30665,PA14_RS30665,Gene,NA,protein_coding,PA14_RS30665,PA14_44230
NC_008463.1,RefSeq,gene,3935985,3937349,.,+,.,gene-PA14_RS17970,PA14_RS17970,Gene,NA,protein_coding,PA14_RS17970,PA14_44240
NC_008463.1,RefSeq,gene,3937420,3938730,.,+,.,gene-PA14_RS17975,PA14_RS17975,Gene,NA,protein_coding,PA14_RS17975,PA14_44260
NC_008463.1,RefSeq,gene,3938762,3939001,.,-,.,gene-PA14_RS17980,tusA,Gene,tusA,protein_coding,PA14_RS17980,PA14_44270
NC_008463.1,RefSeq,gene,3939086,3940144,.,-,.,gene-PA14_RS17985,rlmM,Gene,rlmM,protein_coding,PA14_RS17985,PA14_44280
NC_008463.1,RefSeq,gene,3940471,3943203,.,+,.,gene-PA14_RS17990,acnA,Gene,acnA,protein_coding,PA14_RS17990,PA14_44290
NC_008463.1,RefSeq,gene,3943576,3945141,.,+,.,gene-PA14_RS17995,PA14_RS17995,Gene,NA,protein_coding,PA14_RS17995,PA14_44300
NC_008463.1,RefSeq,gene,3945179,3946336,.,-,.,gene-PA14_RS18000,cprA,Gene,cprA,protein_coding,PA14_RS18000,PA14_44311
NC_008463.1,RefSeq,gene,3946425,3947057,.,-,.,gene-PA14_RS18005,PA14_RS18005,Gene,NA,protein_coding,PA14_RS18005,PA14_44320
NC_008463.1,RefSeq,gene,3947245,3948672,.,+,.,gene-PA14_RS18010,ccoN,Gene,ccoN,protein_coding,PA14_RS18010,PA14_44340
NC_008463.1,RefSeq,gene,3948683,3949291,.,+,.,gene-PA14_RS18015,ccoO,Gene,ccoO,protein_coding,PA14_RS18015,PA14_44350
NC_008463.1,RefSeq,gene,3949479,3950405,.,+,.,gene-PA14_RS18025,ccoP,Gene,ccoP,protein_coding,PA14_RS18025,PA14_44360
NC_008463.1,RefSeq,gene,3950769,3952196,.,+,.,gene-PA14_RS18030,ccoN,Gene,ccoN,protein_coding,PA14_RS18030,PA14_44370
NC_008463.1,RefSeq,gene,3952211,3952822,.,+,.,gene-PA14_RS18035,ccoO,Gene,ccoO,protein_coding,PA14_RS18035,PA14_44380
NC_008463.1,RefSeq,gene,3952828,3953013,.,+,.,gene-PA14_RS18040,PA14_RS18040,Gene,NA,protein_coding,PA14_RS18040,PA14_44390
NC_008463.1,RefSeq,gene,3953010,3953966,.,+,.,gene-PA14_RS18045,ccoP,Gene,ccoP,protein_coding,PA14_RS18045,PA14_44400
NC_008463.1,RefSeq,gene,3954185,3955600,.,+,.,gene-PA14_RS18050,ccoG,Gene,ccoG,protein_coding,PA14_RS18050,PA14_44420
NC_008463.1,RefSeq,gene,3955612,3956151,.,+,.,gene-PA14_RS18055,PA14_RS18055,Gene,NA,protein_coding,PA14_RS18055,PA14_44430
NC_008463.1,RefSeq,gene,3956148,3958583,.,+,.,gene-PA14_RS18060,PA14_RS18060,Gene,NA,protein_coding,PA14_RS18060,PA14_44440
NC_008463.1,RefSeq,gene,3958562,3958771,.,+,.,gene-PA14_RS18065,ccoS,Gene,ccoS,protein_coding,PA14_RS18065,PA14_44450
NC_008463.1,RefSeq,gene,3958764,3959447,.,+,.,gene-PA14_RS18070,PA14_RS18070,Gene,NA,protein_coding,PA14_RS18070,PA14_44460
NC_008463.1,RefSeq,gene,3959575,3960957,.,+,.,gene-PA14_RS18075,hemN,Gene,hemN,protein_coding,PA14_RS18075,PA14_44470
NC_008463.1,RefSeq,gene,3961006,3961473,.,-,.,gene-PA14_RS18080,PA14_RS18080,Gene,NA,protein_coding,PA14_RS18080,PA14_44480
NC_008463.1,RefSeq,gene,3961719,3962453,.,+,.,gene-PA14_RS18085,anr,Gene,anr,protein_coding,PA14_RS18085,PA14_44490
NC_008463.1,RefSeq,gene,3962539,3963087,.,+,.,gene-PA14_RS18090,PA14_RS18090,Gene,NA,protein_coding,PA14_RS18090,PA14_44500
NC_008463.1,RefSeq,gene,3963327,3964163,.,+,.,gene-PA14_RS18095,PA14_RS18095,Gene,NA,protein_coding,PA14_RS18095,PA14_44510
NC_008463.1,RefSeq,gene,3964572,3964940,.,+,.,gene-PA14_RS18100,PA14_RS18100,Gene,NA,protein_coding,PA14_RS18100,PA14_44520
NC_008463.1,RefSeq,gene,3964934,3965263,.,+,.,gene-PA14_RS30675,mdtI,Gene,mdtI,protein_coding,PA14_RS30675,PA14_44530
NC_008463.1,RefSeq,gene,3966078,3967661,.,+,.,gene-PA14_RS18115,PA14_RS18115,Gene,NA,protein_coding,PA14_RS18115,PA14_44560
NC_008463.1,RefSeq,gene,3967658,3968545,.,+,.,gene-PA14_RS18120,PA14_RS18120,Gene,NA,protein_coding,PA14_RS18120,PA14_44570
NC_008463.1,RefSeq,gene,3968619,3969158,.,+,.,gene-PA14_RS18125,PA14_RS18125,Gene,NA,protein_coding,PA14_RS18125,PA14_44580
NC_008463.1,RefSeq,gene,3969171,3970319,.,-,.,gene-PA14_RS18130,PA14_RS18130,Gene,NA,protein_coding,PA14_RS18130,PA14_44590
NC_008463.1,RefSeq,gene,3970442,3971038,.,-,.,gene-PA14_RS18135,recR,Gene,recR,protein_coding,PA14_RS18135,PA14_44610
NC_008463.1,RefSeq,gene,3971117,3971443,.,-,.,gene-PA14_RS18140,PA14_RS18140,Gene,NA,protein_coding,PA14_RS18140,PA14_44620
NC_008463.1,RefSeq,gene,3971489,3973594,.,-,.,gene-PA14_RS18145,dnaX,Gene,dnaX,protein_coding,PA14_RS18145,PA14_44630
NC_008463.1,RefSeq,gene,3973631,3974497,.,+,.,gene-PA14_RS18150,PA14_RS18150,Gene,NA,protein_coding,PA14_RS18150,PA14_44640
NC_008463.1,RefSeq,gene,3975847,3976224,.,-,.,gene-PA14_RS18155,PA14_RS18155,Gene,NA,protein_coding,PA14_RS18155,PA14_44650
